12,1,1400,1845238,163
12,2,1500,1713360,75
12,3,1600,1599153,87
12,4,1500,1499178,54
12,5,1400,1599109,43
12,6,1300,1713445,160
12,7,1200,1845354,279
12,8,1100,1998951,119
12,9,1000,2180567,22
12,10,900,2398640,41
12,11,800,2665363,253
12,12,700,2998693,445
12,13,605,3427133,563
12,14,600,3965500,874
12,15,600,3998407,743
12,16,700,3998747,1083
12,17,800,3427435,865
12,18,900,2998925,677
12,19,1000,2665612,502
12,20,1100,2399187,588
12,21,1200,2180935,390
12,22,1300,1999199,367
12,23,1400,1845525,450
12,24,1500,1713583,298
12,25,1600,1599491,425
12,26,1700,1499396,272
12,27,1789,1411126,186
12,28,1794,1341000,252
12,29,1800,1337284,272
