12,1,1999059,227
12,2,1998895,63
12,3, 1998907,75
12,4,1999113,281
12,5,1999083,251
12,6,1999049,217
12,7,1999106,274
12,8,1999227,395
12,9,1999048,216
12,10,1999295,463
12,11,1999218,386
