10,1,1400,1848373,2220
10,2,1500,1716240,1955
10,3,1600,1601856,1856
10,4,1500,1501880,1880
10,5,1400,1601926,1926
10,6,1300,1716210,1925
10,7,1200,1848325,2172
10,8,1100,2002294,2294
10,9,1000,2184326,2508
10,10,900,2402764,2764
10,11,800,2669759,3093
10,12,700,3003608,3608
10,13,600,3432662,4091
10,14,604,4004774,4774
10,15,600,3978370,4861
10,16,700,4005101,5101
10,17,800,3432974,4403
10,18,900,3003664,3664
10,19,1000,2669950,3284
10,20,1100,2402985,2985
10,21,1200,2184664,2846
10,22,1300,2002384,2384
10,23,1400,1848377,2224
10,24,1500,1716457,2172
10,25,1600,1601998,1998
10,26,1700,1501834,1834
10,27,1795,1413522,1758
10,28,1796,1338676,1629
