10,1,1400,1848459,2306
10,2,1500,1716340,2055
10,3,1600,1601938,1938
10,4,1500,1501825,1825
10,5,1400,1602052,2052
10,6,1300,1716447,2162
10,7,1200,1848611,2458
10,8,1100,2002540,2540
10,9,1000,2184522,2704
10,10,900,2403025,3025
10,11,800,2670037,3371
10,12,700,3003707,3707
10,13,600,3432796,4225
10,14,600,4004966,4966
10,15,600,4005094,5094
10,16,700,4005316,5316
10,17,800,3432939,4368
10,18,900,3003921,3921
10,19,1000,2669988,3322
10,20,1100,2403074,3074
10,21,1200,2184496,2678
10,22,1300,2002476,2476
10,23,1400,1848479,2326
10,24,1500,1716337,2052
10,25,1600,1601929,1929
10,26,1700,1501852,1852
10,27,1800,1413511,1747
10,28,1798,1334985,1652
