10,1,1400,1848424,2271
10,2,1500,1716461,2176
10,3,1600,1601968,1968
10,4,1500,1501798,1798
10,5,1400,1601958,1958
10,6,1300,1716438,2153
10,7,1200,1848606,2453
10,8,1100,2002634,2634
10,9,1000,2184820,3002
10,10,900,2403150,3150
10,11,800,2670082,3416
10,12,700,3003723,3723
10,13,600,3432968,4397
10,14,601,4005035,5035
10,15,600,3998397,5053
10,16,700,4005076,5076
10,17,800,3432715,4144
10,18,900,3003489,3489
10,19,1000,2669755,3089
10,20,1100,2402845,2845
10,21,1200,2184376,2558
10,22,1300,2002282,2282
10,23,1400,1848205,2052
10,24,1500,1716291,2006
10,25,1600,1601825,1825
10,26,1700,1501811,1811
10,27,1798,1413408,1644
10,28,1795,1336355,1539
