12,1,1400,1845142,-1011
12,2,1500,1713237,-1048
12,3,1600,1599043,-957
12,4,1500,1499147,-853
12,5,1400,1599047,-953
12,6,1300,1713335,-950
12,7,1200,1844955,-1198
12,8,1100,1998810,-1190
12,9,1000,2180459,-1359
12,10,900,2398696,-1304
12,11,800,2665123,-1543
12,12,700,2998283,-1717
12,13,600,3426675,-1896
12,14,600,3997708,-2292
12,15,600,3998141,-1859
12,16,700,3997873,-2127
12,17,800,3426859,-1712
12,18,900,2998105,-1895
12,19,1000,2665005,-1661
12,20,1100,2398566,-1434
12,21,1200,2180497,-1321
12,22,1300,1998880,-1120
12,23,1400,1845284,-869
12,24,1500,1713404,-881
12,25,1600,1599231,-769
12,26,1700,1499210,-790
12,27,1799,1411067,-697
12,28,1799,1333378,-696
