12,1,1400,1845136,-1017
12,2,1500,1713315,-970
12,3,1600,1599160,-840
12,4,1500,1499136,-864
12,5,1400,1599182,-818
12,6,1300,1713422,-863
12,7,1200,1845245,-908
12,8,1100,1998982,-1018
12,9,1000,2180696,-1122
12,10,900,2398903,-1097
12,11,800,2665436,-1230
12,12,700,2998428,-1572
12,13,600,3426671,-1900
12,14,600,3997791,-2209
12,15,600,3997833,-2167
12,16,700,3997763,-2237
12,17,800,3426521,-2050
12,18,900,2998559,-1441
12,19,1000,2665286,-1380
12,20,1100,2398610,-1390
12,21,1200,2180518,-1300
12,22,1300,1998898,-1102
12,23,1400,1845128,-1025
12,24,1500,1713305,-980
12,25,1600,1599147,-853
12,26,1700,1499253,-747
12,27,1800,1410925,-839
12,28,1798,1332597,-736
