12,1,1400,1845162,-991
12,2,1500,1713378,-907
12,3,1600,1599174,-826
12,4,1500,1499285,-715
12,5,1400,1599354,-646
12,6,1300,1713457,-828
12,7,1200,1845332,-821
12,8,1100,1999141,-859
12,9,1000,2181154,-664
12,10,900,2399048,-952
12,11,800,2665730,-936
12,12,700,2998708,-1292
12,13,600,3427165,-1406
12,14,601,3998168,-1832
12,15,600,3991630,-1714
12,16,700,3998320,-1680
12,17,800,3426951,-1620
12,18,900,2998405,-1595
12,19,1000,2665236,-1430
12,20,1100,2398848,-1152
12,21,1200,2180792,-1026
12,22,1300,1999010,-990
12,23,1400,1845182,-971
12,24,1500,1713481,-804
12,25,1600,1599127,-873
12,26,1700,1499201,-799
12,27,1798,1410943,-821
12,28,1795,1334092,-724
