11,1,1400,1847602,309
11,2,1500,1715540,196
11,3,1600,1601187,199
11,4,1500,1501132,205
11,5,1400,1601063,75
11,6,1300,1715520,176
11,7,1200,1847480,187
11,8,1100,2001262,26
11,9,1000,2183187,22
11,10,900,2401601,118
11,11,800,2668358,45
11,12,700,3001572,-282
11,13,600,3430602,-87
11,14,600,4002525,53
11,15,601,4002528,56
11,16,701,3995937,126
11,17,801,3425885,90
11,18,901,2998005,-100
11,19,1001,2665261,-90
11,20,1101,2399188,105
11,21,1201,2181288,106
11,22,1301,1999632,64
11,23,1401,1845874,1
11,24,1501,1714185,65
11,25,1601,1599853,-68
11,26,1701,1499881,-108
11,27,1792,1411745,-60
11,28,1792,1340087,-25
11,29,1792,1340134,22
