10,1,1400,1848272,-500
10,2,1500,1716380,-337
10,3,1600,1601994,-276
10,4,1500,1501942,-186
10,5,1400,1601994,-276
10,6,1300,1716449,-268
10,7,1200,1848412,-360
10,8,1100,2002368,-470
10,9,1000,2184565,-347
10,10,900,2403038,-367
10,11,800,2670042,-407
10,12,700,3004000,-257
10,13,600,3432940,-495
10,14,600,4005055,-621
10,15,600,4005060,-616
10,16,700,4004965,-711
10,17,800,3432668,-767
10,18,900,3003774,-483
10,19,1000,2670150,-299
10,20,1100,2403262,-143
10,21,1200,2184852,-60
10,22,1300,2002750,-88
10,23,1400,1848449,-323
10,24,1500,1716301,-416
10,25,1600,1601910,-360
10,26,1700,1501860,-268
10,27,1798,1413569,-197
10,28,1795,1336564,-144
10,29,1794,1338705,-239
