10,1,1400,1848366,-406
10,2,1500,1716301,-416
10,3,1600,1601805,-465
10,4,1500,1501763,-365
10,5,1400,1601871,-399
10,6,1300,1716334,-383
10,7,1200,1848300,-472
10,8,1100,2002366,-472
10,9,1000,2184478,-434
10,10,900,2402838,-567
10,11,800,2669983,-466
10,12,700,3003656,-601
10,13,600,3432564,-871
10,14,602,4004809,-867
10,15,600,3991247,-1119
10,16,700,4004605,-1071
10,17,800,3432521,-914
10,18,900,3003673,-584
10,19,1000,2669864,-585
10,20,1100,2402884,-521
10,21,1200,2184628,-284
10,22,1300,2002495,-343
10,23,1400,1848390,-382
10,24,1500,1716324,-393
10,25,1600,1602038,-232
10,26,1700,1501960,-168
10,27,1799,1413610,-156
10,28,1799,1335822,-144
10,29,1798,1335767,-199
10,30,1799,1336441,-267
