11,1,2000834,-402
11,2,2000799,-437
11,3,2000806, -430
11,4,2000739,-497
11,5,2000774, -462
11,6,2000643,-593
11,7,2000682, -554
11,8,2000939, -297
11,9,2000925, -311
11,10,2001120,-116
11,11,2001011,-225
