11,1,1400,1847051,898
11,2,1500,1714909,624
11,3,1600,1600543,543
11,4,1500,1500747,747
11,5,1400,1600866,866
11,6,1300,1715291,1006
11,7,1200,1847138,985
11,8,1100,2001014,1014
11,9,1000,2182769,951
11,10,900,2401119,1119
11,11,800,2667882,1216
11,12,700,3001354,1354
11,13,600,3430074,1503
11,14,600,4001756,1756
11,15,600,4001958,1958
11,16,700,4001927,1927
11,17,800,3430335,1764
11,18,900,3001139,1139
11,19,1000,2668011,1345
11,20,1100,2400853,853
11,21,1200,2182680,862
11,22,1300,2000969,969
11,23,1400,1847150,997
11,24,1500,1715257,972
11,25,1600,1600858,858
11,26,1700,1500771,771
11,27,1799,1412457,693
11,28,1799,1334739,665
