11,1,1400,1847097,944
11,2,1500,1715254,969
11,3,1600,1600840,840
11,4,1500,1500758,758
11,5,1400,1600863,863
11,6,1300,1715349,1064
11,7,1200,1847383,1230
11,8,1100,2001322,1322
11,9,1000,2183367,1549
11,10,900,2401415,1415
11,11,800,2668211,1545
11,12,700,3001598,1598
11,13,600,3430642,2071
11,14,601,4002404,2404
11,15,600,3995628,2284
11,16,700,4002272,2272
11,17,800,3430392,1821
11,18,900,3001513,1513
11,19,1000,2667787,1121
11,20,1100,2401145,1145
11,21,1200,2182758,940
11,22,1300,2000778,778
11,23,1400,1846848,695
11,24,1500,1714978,693
11,25,1600,1600625,625
11,26,1700,1500599,599
11,27,1798,1412296,532
11,28,1795,1335307,491
