13,1,1400,1849406,3253
13,2,1500,1717158,2873
13,3,1600,1602738,2738
13,4,1500,1502647,2647
13,5,1400,1602970,2970
13,6,1300,1717465,3180
13,7,1200,1849437,3284
13,8,1100,2003628,3628
13,9,1000,2185685,3867
13,10,900,2404352,4352
13,11,800,2671307,4641
13,12,700,3005047,5047
13,13,600,3434427,5856
13,14,600,4006914,6914
13,15,600,4006922,6922
13,16,700,4007099,7099
13,17,800,3434503,5932
13,18,900,3005265,5265
13,19,1000,2671637,4971
13,20,1100,2404577,4577
13,21,1200,2185910,4092
13,22,1300,2003899,3899
13,23,1400,1849855,3702
13,24,1500,1717704,3419
13,25,1600,1603082,3082
13,26,1700,1502871,2871
13,27,1799,1414291,2527
13,28,1799,1336492,2418
