13,1,1400,1849730,3577
13,2,1500,1717556,3271
13,3,1600,1603069,3069
13,4,1500,1502928,2928
13,5,1400,1603148,3148
13,6,1300,1717554,3269
13,7,1200,1849769,3616
13,8,1100,2003933,3933
13,9,1000,2186234,4416
13,10,900,2404698,4698
13,11,800,2671683,5017
13,12,700,3005424,5424
13,13,600,3434842,6271
13,14,601,4007203,7203
13,15,600,4000759,7415
13,16,700,4007302,7302
13,17,800,3434995,6424
13,18,900,3005327,5327
13,19,1000,2671387,4721
13,20,1100,2404093,4093
13,21,1200,2185614,3796
13,22,1300,2003684,3684
13,23,1400,1849463,3310
13,24,1500,1717428,3143
13,25,1600,1602825,2825
13,26,1700,1502822,2822
13,27,1798,1414377,2613
13,28,1795,1337276,2460
