13,1,1400,1849609,1
13,2,1500,1717484,-9
13,3,1600,1602853,-142
13,4,1500,1502826,18
13,5,1400,1602986,-9
13,6,1300,1717471,-22
13,7,1200,1849601,-7
13,8,1100,2003805,61
13,9,1000,2186106,206
13,10,900,2404639,147
13,11,800,2671938,282
13,12,700,3006007,391
13,13,600,3435108,120
13,14,602,4007684,196
13,15,600,3994143,-28
13,16,700,4007350,-138
13,17,800,3434910,-78
13,18,900,3005810,194
13,19,1000,2671900,244
13,20,1100,2404663,171
13,21,1200,2186033,133
13,22,1300,2003858,114
13,23,1400,1849736,128
13,24,1500,1717721,228
13,25,1600,1603272,277
13,26,1700,1503065,257
13,27,1799,1414585,180
13,28,1799,1336798,227
