13,1,1400,1850093,485
13,2,1500,1717915,422
13,3,1600,1603383,388
13,4,1500,1503130,322
13,5,1400,1603210,215
13,6,1300,1717691,198
13,7,1200,1849928,320
13,8,1100,2004016,272
13,9,1000,2186333,433
13,10,900,2404969,477
13,11,800,2672167,511
13,12,700,3006213,597
13,13,600,3435559,571
13,14,600,4008465,977
13,15,601,4008124,636
13,16,701,4001487,669
13,17,801,3430739,652
13,18,901,3002427,565
13,19,1001,2669039,348
13,20,1101,2402700,611
13,21,1201,2184347,432
13,22,1301,2002318,244
13,23,1401,1848196,11
13,24,1501,1716415,147
13,25,1601,1602044,119
13,26,1701,1502030,161
13,27,1792,1413849,276
13,28,1792,1342095,304
