10,1,2002621,-217
10,2,2002605,-233
10,3, 2002474,-364
10,4,2002380,-458
10,5,2002358,-480
10,6,2002407,-431
10,7,2002404,-434
10,8,2002363,-475
10,9,2002288,-550
10,10,2002132,-706
10,11,2002192,-646
