10,1,2002389,-449
10,2,2002346,-492
10,3,2002335,-503
10,4,2002293,-545
10,5,2002296,-542
10,6,2002321,-517
10,7,2002405,-433
10,8, 2002560,-278
10,9,2002362,-476
10,10,2002573,-265
10,11,2002606,-232
