13,1,2003678,-66
13,2,2003718,-26
13,3,2003675,-69
13,4,2003655,-89
13,5,2003617,-127
13,6,2003820,76
13,7,2003827,83
13,8,2004172,428
13,9,2003918,174
13,10,2004009,265
13,11,2003807,63
