13,1,2003747,3
13,2,2003662,-82
13,3,2003670,-74
13,4,2003687,-57
13,5,2003673,-71
13,6,2003787,43
13,7,2003731,-13
13,8,2003785,41
13,9,2003688,-56
13,10,2003604,-140
13,11,2003903,159
